identifier	dna_number	gene_name	forward_primers	reverse_primers
SEQID00000336	1516	WG	WGYF	WGABR
SEQID00002491	2913	28S	NLF184	D3AR
SEQID00003895	2714	ARGK	AK183F	AK933R
SEQID00006194	1315	COI	JER, B1490	PAT, B2232
SEQID00003618	2279	CAD	C806F3, CD821F, CD439F	CD668R, C1129R, C1231R
SEQID00001892	2381	28S	D1	D3
SEQID00006552	1540	COI	B1490, JER	PAT, B2232
SEQID00004249	3776	COI	LC1490	HC2198
SEQID00002750	2236	WG	WG578F, WG578F	WGABR, WGABR
SEQID00003952	1652	WG	WGYF	WGABR
SEQID00005913	2121	28S	D1	D3
SEQID00003180	1550	COI	JER, B1490	B2232, PAT
SEQID00001958	2046	COI	B1490	BCOI2R
SEQID00001824	1650	28S	D1	D3
SEQID00006245	1215	COI	JER, JER, B1490	B2232, PAT, PAT
SEQID00003071	2974	WG	WG578F	WGABR
SEQID00002886	0449	18S	518S, 518S, 760F, 18SBI, 18SAI	18L, 909R, 18L
SEQID00005132	3104	COI	B1490	BCOI2R
SEQID00003148	1422	COI	B1490	BCOI2R
SEQID00000878	1721	COI	B1490, JER	B2232, PAT
SEQID00004256	2934	WG	WG578F	WGABR
SEQID00003783	0558	18S		
SEQID00005759	1008	28S		
SEQID00001887	1437	COI	LC1490	HC2198
SEQID00005307	2390	COI	LC1490	HC2198
SEQID00003730	2166	PEPCK		
SEQID00004189	2203	WG	WG578F, WG578F	WGABR, WGABR
SEQID00005644	1171	TOPO	TP675F	TP932R
SEQID00001586	1849	ARGK	AK270F	AK950R
SEQID00005309	2678	ARGK	AK183F	AK933R
SEQID00000456	0665	WG		WG2
SEQID00004774	2563	TOPO	TP643F	TP932R
SEQID00002173	1876	ARGK	AK270F, AKF3T	AKR2T, AK950R
SEQID00003768	1040	WG		WG2, WGB
SEQID00002421	1326	WG	WGYF	WGABR
SEQID00000357	1597	28S	D1	D3
SEQID00006202	2333	COI	B1490	BCOI2R
SEQID00003976	1742	COI	LC1490	HC2198
SEQID00001923	1320	18S	518S, 18SBI, 760F, 18SAI	18L, 909R
SEQID00005738	1203	18S	18SAI, 760F, 518S, 18SBI	18L, 909R
SEQID00002298	2279	WG	WG578F, WG550F, WG578F	WGABRZ, WGABRZ, WGABRZ
SEQID00001640	2871	MSP	MSP2F	MSP1R
SEQID00002115	2323	28S	NLF184	D3AR
SEQID00002201	3244	ARGK	AK183F	AK933R
SEQID00000923	0983	WG		WG2, WGB
SEQID00005647	1712	CAD	791F2	1098R
SEQID00006300	1400	WG	WG550F, WG578F, B5WG1	WGABRZ, B3WG2, WGABR
SEQID00006255	1972	28S	D1	D3
SEQID00004286	1575	CAD	CD821F, CD439F	C1098R, CD668R
SEQID00003450	1327	18S	18SAI, 18SBI, 760F, 518S	18L, 909R
SEQID00006628	2952	CAD	CD806F	C1098R2
SEQID00006534	1206	COI	JER, B1490	B2232, PAT
SEQID00005162	0354	COI	JER, LC1490	PAT, HC2198
SEQID00003684	2570	28S	NLF184	D3AR
SEQID00000061	3005	28S	NLF184, D1	D3AR, D3
SEQID00005637	1618	WG	WG578F	WGABR
SEQID00002466	2905	CAD	CD439F, CD821F	C1098R2, CD688R
SEQID00004686	1997	COI	B1490	BCOI2R
SEQID00003029	1953	CAD	CD821F, CD439F, 581F4	CD668R, 843R, C1098R2
SEQID00001238	2058	WG	WG578F	WGABR
SEQID00006030	1305	28S	D1	D33
SEQID00005623	0723	MSP	MSP2F	MSP1R
SEQID00002512	2264	AS		
SEQID00000069	2786	TOPO	TP675F	TP932R
SEQID00003190	0609	WG		
SEQID00005631	2855	28S	NLF184, NLF184	D3AR, D3AR
SEQID00003703	0585	COI	JERRY, LC1490	PAT, HC2198
SEQID00005527	2165	28S	D1	D3
SEQID00001850	2242	TOPO	TP675F	TP932R
SEQID00006514	0595	WG	WG5, WG5	WGB, WG2, WG3, WGB, WG3
SEQID00005615	4693	28S	D1	D3
SEQID00001444	1921	WG	WG578F	WGABR
SEQID00005712	2386	TOPO	TP675F, TP643F	TP932R, TP932R
SEQID00005523	0539	WG	WG550F	WGABRZ
SEQID00002038	2606	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00003168	1813	28S	D1	D3
SEQID00005265	2457	WG	WG578F	WGABR
SEQID00000558	0447	28S	D1, D1, D1	D33-, D33-, D33-
SEQID00004834	2840	TOPO	TP675F	TP932R
SEQID00006144	3059	COI	B1490	BCOI2R
SEQID00005149	2089	COI	B1490	BCOI2R
SEQID00004572	1961	WG	WG578F	WGABR
SEQID00005274	1973	TOPO	TP675F	TP932R
SEQID00006762	2782	ARGK	AK183F	AK933R
SEQID00001071	2188	WG	WG578F	WGABR
SEQID00005219	2931	28S	D1	D3
SEQID00001603	1797	POL2	PL859F	P1097R
SEQID00002777	2166	AS		
SEQID00000713	1933	WG	WG578F	WGABR
SEQID00006538	0114	18S		
SEQID00005252	1742	WG	WG578F	WGABR
SEQID00004475	1135	COI	JER, B1490	BCOI2R, PAT
SEQID00003273	1361	CAD	791F2	1098R2
SEQID00000799	1967	TOPO		
SEQID00004355	1564	COI	B1490, JER	PAT, B2232
SEQID00002842	1343	WG	WG578F	WGABR
SEQID00000279	1397	COI	LC1490	HC2198
SEQID00006292	1931	COI	LC1490	HC2198
SEQID00000398	2039	ARGK	AK183F	AK933R
SEQID00002761	3205	28S	NLF184, D1, LS1F	LS1R, D3AR, D3L
SEQID00000753	2316	TOPO		
SEQID00004357	1503	COI	JER, B1490, JER	B2232, PAT, PAT
SEQID00004215	2263	28S	D1	D3
SEQID00005532	2369	ARGK	AK183F	AK933R
SEQID00002434	1673	28S	D1	D3
SEQID00001795	2083	TOPO	TP675F	TP932R
SEQID00005582	3250	WG	WG578F	WGABR
SEQID00005495	3596	MSP	MSP2F	MSP1R
SEQID00004562	1755	TOPO	TP675F	TP932R
SEQID00000734	1422	18S	760F, 18SAI, 18SBI, 518S	909R, 18L
SEQID00005348	1457	ARGK	AK270F	AK950R
SEQID00003337	1336	ARGK	AK270F	AK950R
SEQID00001187	1554	ARGK	AK270F	AK950R
SEQID00006345	2039	WG	WG578F	WGABR
SEQID00006606	0555	WG	WG550F	WGABRZ
SEQID00003152	1002	28S		
SEQID00001015	2033	WG	WG578F	WGABR
SEQID00001248	1413	CAD	CD806F	1098R2
SEQID00006236	2831	28S	28SS1F, 28SS1F	28SS2R, 28SS1R
SEQID00001689	2000	WG	WG578F	WGABR
SEQID00005693	2659	COI	B1490, LC1490	BCOI2R, HC2198
SEQID00002207	1857	POL2	PL859F	P1097R
SEQID00002096	2794	COI	B1490	BCOI2R
SEQID00006047	1076	CAD	CD439F, CD806F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00001254	0811	ARGK	AK270F	AK950R
SEQID00004059	2550	28S	D1	D3
SEQID00002915	2182	28S	D1	D3
SEQID00004825	1905	CAD	338F, 791F2, 581F4	1098R, 680R2, 843R
SEQID00001664	2074	COI	LC1490	HC2198
SEQID00000319	1120	COI	JER, B1490	BCOI2R, PAT
SEQID00003293	1547	CAD	791F2, 581F4, 338F	1098R, 680R2, 843R
SEQID00005520	0416	18S		
SEQID00003741	2823	COI	B1490	BCOI2R
SEQID00005168	0149	WG		
SEQID00005268	1427	WG	WG578F	WGABR
SEQID00003889	0252	COI	LCO1490	HCO2198
SEQID00006164	0637	WG	WG1	WG2
SEQID00006406	2132	CAD	CD806F	C1098R2
SEQID00005669	2661	COI	B1490, LC1490	BCOI2R, HC2198
SEQID00006165	4400	18S		
SEQID00000492	1467	CAD	806F	1098R
SEQID00002716	2014	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00005943	2486	TOPO	TP675F	TP932R
SEQID00006170	2421	CAD	CD821F	1098R
SEQID00006107	2793	28S	NLF184	D3AR
SEQID00005847	1404	COI	LC1490	HC2198
SEQID00000959	2155	TOPO	TP675F	TP932R
SEQID00002347	1680	28S	D1	D3
SEQID00002869	2148	WG	WG578F	WGABR
SEQID00001177	3611	CAD	CD439F, CD821F	CD668R, C1098R2
SEQID00003841	0000	18S		
SEQID00000623	2122	CAD	CD806F	C1098R2
SEQID00002988	2324	18S	18SBI, 518S, 760F, 18SAI	909R, 18L
SEQID00000938	1840	WG	WG578F	WGABR
SEQID00002817	2027	TOPO	TP675F	TP932R
SEQID00006633	1842	ARGK	AK270F	AK950R
SEQID00005538	1402	ARGK	AK270F	AK950R
SEQID00001967	1437	28S	D1	D3
SEQID00006726	2678	TOPO	TP675F	TP932R
SEQID00003345	2484	TOPO	TP675F	TP932R
SEQID00001097	1724	WG	WG578F	WGABR
SEQID00003745	1830	ARGK	AK270F	AK950R
SEQID00000310	1935	COI	JER, B1490	PAT, BCOI2R
SEQID00000908	0708	28S	D1	D33-
SEQID00002486	2872	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00004372	1430	TOPO	TP675F	TP932R
SEQID00006545	2837	WG	WG578F	WGABR
SEQID00001454	1560	WG	WG578F	WGABR
SEQID00001805	2908	CAD	CD439F	CD668R
SEQID00005213	4316	28S		
SEQID00004024	2504	CAD	CD806F	C1098R2
SEQID00006330	1691	28S	D1	D3
SEQID00004709	2089	TOPO	TP675F	TP932R
SEQID00002876	0112	28S	NLF184	D3AR
SEQID00001351	1515	COI	JER	PAT
SEQID00004943	3940	28S	NLF184	D3AR
SEQID00002852	1604	28S	D1	D3
SEQID00005852	2358	CAD	CD821F	C1098R
SEQID00002343	0455	18S		
SEQID00004854	1501	28S	D1	D33-
SEQID00006191	1656	WG	WG578F	WGABR
SEQID00004437	1323	ARGK	AK270F	AK950R
SEQID00006651	1465	WG	WG578F	WGABR
SEQID00000178	1344	WG	WG578F	WGABR
SEQID00002338	0115	18S		
SEQID00005941	4032	TOPO	TP643F	TP932R
SEQID00000040	1303	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00006518	0723	CAD	CD806F, CD439F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00002447	1342	TOPO	TP675F	TP932R
SEQID00006010	1625	COI	JER, JER, B1490, JER	PAT, PAT, B2232, PAT
SEQID00005872	1745	AS		
SEQID00001477	1601	28S	D1	D3
SEQID00000177	0585	MSP	MSP2F	MSP1R
SEQID00006616	1162	28S	D1	D3
SEQID00004199	1304	ARGK	AK260F	AK950R
SEQID00000861	0823	18S	18SAI, 760F, 18SBI, 18SAI, 518S, 518S, 18SBI, 760F	18L, 909R, 18L, 909R
SEQID00005502	0914	WG		WG2, WGB
SEQID00004383	0427	18S		
SEQID00005653	2578	ARGK	AK183F	AK933R
SEQID00006570	1666	28S	D1	D3
SEQID00000257	2357	CAD	CD806F	1098R2
SEQID00004618	1282	WG	WG578F	WGABR
SEQID00000673	1129	ARGK	AK270F	AK950R
SEQID00003564	1543	ARGK	AK270F, AK270F	AK830R, AK950R
SEQID00003490	1469	MSP	MSP2F	MSP1R
SEQID00005166	1414	CAD	CD806F, CD806F	C1098R2, C1098R2
SEQID00006453	3062	TOPO	TP675F	TP932R
SEQID00004924	2392	WG	WG578F	WGABR
SEQID00005237	1621	COI	JER, JER	PAT, PAT
SEQID00006498	1764	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00000114	1518	COI	JER, B1490	PAT, B2232
SEQID00003790	0350	18S		
SEQID00001211	2332	WG	WG550F	WGABRZ
SEQID00001391	2107	28S	D1	D3
SEQID00005831	0707	WG	WG1	WG2
SEQID00004903	2397	COI	LC1490	HC2198
SEQID00005971	0762	28S	D1	D33-
SEQID00003878	0354	28S	D1	D33-
SEQID00006601	1344	TOPO	TP643F	TP932R
SEQID00001593	2439	CAD	CD439F, CD806F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00003325	0818	CAD	806F	1098R
SEQID00006059	4052	CAD	CD806F	C1098R2
SEQID00003739	1703	TOPO	TP675F	TP932R
SEQID00006484	2571	28S	NLF184	D3AR
SEQID00006240	0829	28S	D1	D3
SEQID00006690	0678	28S	D1	D33-
SEQID00003141	2929	CAD	CD821F	C1098R2
SEQID00002985	2908	WG	WG578F	WGABR
SEQID00006573	2136	CAD	806F	1098R
SEQID00006046	1921	18S	18SAI, 18SBI, 760F, 518S	18L, 909R
SEQID00001975	0718	MSP	MSP2F	MSP1R
SEQID00005251	0676	28S	D1, D1	D3, D33-
SEQID00003308	2571	CAD	CD806F	1098R2
SEQID00003755	4002	28S	D1	LS1R
SEQID00002710	0536	28S	D1, D1MOD, D1	D33, D3, D33-
SEQID00001547	2228	ARGK	AK270F	AK950R
SEQID00005103	3595	28S	D1	D3
SEQID00004853	1417	ARGK	AK270F	AK950R
SEQID00006440	2599	WG	WG578F	WGABR
SEQID00001557	2366	COI	B1490	BCOI2R
SEQID00005436	1330	TOPO	TP675F	TP932R
SEQID00005676	1400	ARGK	AK270F	AK950R
SEQID00006336	2831	ARGK		
SEQID00000032	2841	CAD	CD821F	C1098R2
SEQID00002559	3079	18S	518S, 18SAI, 760F, 18SBI	18L, 909R
SEQID00004177	1624	PEPCK	PK282F	PK485R
SEQID00001137	1981	TOPO	TP675F	TP932R
SEQID00000008	1434	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00006019	1831	CAD	581F4, 791F2, 338F	1098R, 680R2, 843R
SEQID00001155	1032	28S	D1	D33-
SEQID00005126	2098	MSP	MSP2F, MSP2F	MSP1R, MSP1R
SEQID00003263	2392	COI	LC1490	HC2198
SEQID00004212	2413	WG	WG578F	WGABR
SEQID00000961	1433	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00002558	1714	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00005412	0823	WG		WG2, WGB
SEQID00002591	3059	CAD	CD821F	C1098R2
SEQID00000454	1508	POL2	PL859F, PL859F	P1097R, P1097R
SEQID00001308	1833	POL2	PL859F	P1097R
SEQID00001759	1766	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00005023	1830	WG	WG578F	WGABR
SEQID00006141	1924	28S	D1	D3
SEQID00005933	1604	ARGK	AKF3T, AK270F, AK270F	AK950R, AK830R, AKR2T
SEQID00002094	2861	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00002129	0138	WG		
SEQID00002918	0688	18S	18SAI, 18SBI, 518S, 760F, 18SBI, 18SAI, 760F, 518S	909R, 18L, 909R, 18L
SEQID00005322	2701	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00000094	1675	COI	JER, B1490	B2232, PAT
SEQID00002747	1069	28S	D1, NLF184	D3AR, D33-
SEQID00006466	0895	WG	B5WG1	WG2, B3WG2, WGB
SEQID00003333	1560	28S	D1	D3
SEQID00001864	2675	28S	NLF184, NLF184	D3AR, D3AR
SEQID00000415	2366	TOPO	TP675F	TP932R
SEQID00004529	1742	28S	D1	D3
SEQID00004907	1251	COI	B1490, JER	B2232, PAT
SEQID00002358	2857	MSP	MSP2F	MSP1R
SEQID00005871	1908	COI	B1490, JER	BCOI2R, PAT
SEQID00006113	1490	18S	760F, 18SAI, 18SBI, 518S	18L, 909R
SEQID00004324	1212	28S	D1	D3
SEQID00001160	1575	CAD	CD821F, CD439F	C1098R, CD668R
SEQID00000565	1902	MSP	MSP2F	MSP1R
SEQID00005904	0643	28S	D1	D33-
SEQID00000473	2560	WG	WG578F	WGABR
SEQID00001393	1911	CAD	791F2, CD821F, C806F3	1129R, 1098R, 1098R
SEQID00002742	2858	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00006097	0639	28S	D1	D33-
SEQID00004168	2816	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00006511	0122	28S	D1	D33-
SEQID00005209	2763	TOPO	TP675F	TP932R
SEQID00002138	1896	ARGK	AK270F	AK950R
SEQID00006227	1772	CAD	CD439F, CD806F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00002451	2377	TOPO	TP675F	TP932R
SEQID00001237	2516	WG	WG578F	WGABRZ
SEQID00001366	0975	WG		WG2, WGB
SEQID00002336	2743	WG	WG578F	WGABR
SEQID00000107	1484	COI	LC1490	HC2198
SEQID00002331	0715	28S	D1	D33-
SEQID00004370	1403	ARGK	AK270F	AK950R
SEQID00005778	0742	WG		WG2, WGB
SEQID00000616	2482	COI	B1490	BCOI2R
SEQID00006167	2357	COI	LC1490	HC2198
SEQID00005690	2149	WG	WG578F	WGABR
SEQID00000969	3284	WG	WG578F	WGABR
SEQID00001510	1870	28S	D1	D3
SEQID00001441	1555	WG	WGYF	WGABR
SEQID00000453	1660	28S	D1	D3
SEQID00004025	1832	ARGK	AK270F	AK950R
SEQID00005641	2320	COI	LC1490	HC2198
SEQID00003524	2321	COI	LC1490	HC2198
SEQID00002060	1956	CAD	CD821F, CD821F	CD1098R2, CD1098R2
SEQID00004667	0925	28S	D1	D33-
SEQID00001678	1399	TOPO	TP675F	TP932R
SEQID00005983	2136	COI	LC1490	HC2198
SEQID00002721	2599	COI	B1490, LC1490, B1490	HC2198, BCOI2R, HC2198
SEQID00005095	2905	WG	WG578F	WGABR
SEQID00004737	2078	TOPO	TP675F	TP932R
SEQID00004000	2892	CAD	CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2
SEQID00006581	0663	WG	WG1	WG2, WG2, WGB
SEQID00003913	1904	28S	D1	D3
SEQID00005276	2312	MSP	MSP2F	MSP1R
SEQID00006371	2482	28S	D1	D3
SEQID00002875	1677	COI	JER	PAT
SEQID00004784	0707	28S	D1, D1	D33-
SEQID00002995	2242	28S	D1, D1	D3, D3
SEQID00002182	2043	28S	D1	D3
SEQID00002167	1754	AS		
SEQID00004627	2503	ARGK	AK183F	AK933R
SEQID00003804	2050	COI	B1490, B1490	BCOI2R, BCOI2R
SEQID00004219	1416	ARGK	AK270F	AK950R
SEQID00002771	1648	WG	WGYF	WGABR
SEQID00002461	2366	ARGK	AK183F	AK933R
SEQID00006526	3983	CAD		
SEQID00002269	3097	MSP	MSP2F, MSP2F	MSP1R, MSP1R
SEQID00005976	1988	28S	D1	D3
SEQID00002044	1042	28S		
SEQID00003869	0304	28S	D1	D33-
SEQID00002498	1952	COI	JER, B2679, B1490	BCOI2R, BCOI2R, PAT
SEQID00001716	0234	28S	D1	D3, D33-
SEQID00002682	1723	COI	LC1490	HC2198
SEQID00000689	2675	ARGK	AK168F	AK939R
SEQID00000933	2217	CAD	C806F3	C1129R
SEQID00002859	1688	TOPO		
SEQID00003051	1417	CAD	581F2, 806F, 338F	1098R, 843R, 680R
SEQID00001978	2501	COI	B1490	BCOI2R
SEQID00003343	1290	COI	JER	PAT
SEQID00002527	1750	WG	WG550F	WGABRZ
SEQID00003788	1976	COI	B1490	BCOI2R
SEQID00004278	2851	TOPO	TP675F	TP932R
SEQID00002378	1358	CAD	CD821F, C806F3, CD821F	C1129R, CD948R, C1098R
SEQID00001017	1476	COI	B1490	BCOI2R
SEQID00001255	2423	28S	NLF184	D3AR
SEQID00004536	1853	CAD	581F4, 338F, 791F2	843R, 680R2, 1098R
SEQID00001518	2665	WG	WG578F	WGABR
SEQID00006311	1897	18S	18SAI, 760F, 518S, 18SBI	18L, 909R
SEQID00001784	2053	ARGK		
SEQID00000655	4691	CAD	CD806F, CD439F	C1098R2, CD668R
SEQID00000465	1477	WG		
SEQID00000474	3251	CAD	CD806F, CD439F	CD688R, C1098R2
SEQID00004874	1203	28S	D1	D33
SEQID00001203	0989	28S	D1, D1	D3, D33-
SEQID00000065	0274	18S		
SEQID00001785	2843	ARGK	AK183F	AK933R
SEQID00003385	1439	WG	WG550F	WGABRZ
SEQID00004510	1470	CAD	338F, 806F, 581F4, 791F2	843R, 680R2, 843R, 1098R
SEQID00003477	1411	18S	518S, 760F, 18SAI, 18SBI	18L, 909R
SEQID00000750	1528	28S	D1	D3
SEQID00006685	1279	28S	D1	D33
SEQID00001584	2974	ARGK	AK183F	AK933R
SEQID00002270	0718	28S	D1	D33-
SEQID00001445	1689	COI	LC1490, JER	HC2198, PAT
SEQID00000245	0991	28S		
SEQID00004356	2556	28S	D1, NLF184, D1, ZX1	D3AR, D3, 28SC, D3
SEQID00003939	2260	ARGK	AK183F	AK933R
SEQID00000650	2699	28S	NL184, D1	D3AR, D3
SEQID00000421	2316	COI	LC1490	HC2198
SEQID00003709	2448	COI	LC1490	HC2198
SEQID00001210	1183	ARGK	AK260F	AK950R
SEQID00005054	1835	28S	D1	D3
SEQID00005503	0303	WG		
SEQID00006121	2562	COI	B1490	BCOI2R
SEQID00004399	2326	28S	D1	D3
SEQID00000542	1443	WG	WG578F	WGABR
SEQID00002398	2484	MSP	MSP2F	MSP1R
SEQID00001256	1339	TOPO	TP675F	TP932R
SEQID00001502	2867	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00001051	3168	TOPO	TP675F	TP932R
SEQID00005743	1476	TOPO	TP675F	TP932R
SEQID00000435	2576	ARGK	AK183F	AK933R
SEQID00005748	1681	COI	JER, B1490	PAT, BCOI2R
SEQID00001862	2929	WG	WG578F	WGABR
SEQID00005487	0924	28S	D1	D33-
SEQID00006655	1440	ARGK	AK270F	AK950R
SEQID00003885	2866	28S	NLF184, NLF184	D3AR, D3AR
SEQID00001092	1567	COI	JER, B1490, JER	PAT, B2232, PAT
SEQID00005034	2859	CAD	CD439F, CD806F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00002830	1423	CAD	791F2, CD439F	1098R, CD688R
SEQID00000390	2750	ARGK	AK183F	AK933R
SEQID00003033	1846	COI	JER, B1490	PAT, B2232
SEQID00005967	1553	CAD	791F2	1098R
SEQID00005059	0177	28S	D1	D33-
SEQID00004578	1681	28S	D1	D3
SEQID00001626	2509	28S	D1	D3
SEQID00002776	1848	ARGK	AK270F	AK950R
SEQID00002084	1513	28S	D1	D3
SEQID00002592	1605	COI	JER, B1490	PAT, B2232
SEQID00004130	2848	COI	B1490	BCOI2R
SEQID00006374	1753	TOPO	TP675F	TP932R
SEQID00004545	0410	WG		
SEQID00005956	2370	COI	B1490	BCOI2R
SEQID00005721	1984	CAD	CD821F	C1098R2
SEQID00000134	1551	18S	18SAI, 18SBI, 760F, 1055F, 518S	18L, 519R, 18L
SEQID00000207	1895	COI	LC1490	HC2198
SEQID00000467	1986	CAD	CD806F	C1098R2
SEQID00005208	1773	CAD	C806F3, CD806F, CD439F, CD806F	C1129R, CD1098R2, CD668R, CD1098R2
SEQID00001192	1246	18S	18SBI, 18SAI, 760F, 518S	909R, 18L
SEQID00004367	2006	TOPO	TP675F	TP932R
SEQID00004326	2413	MSP	MSP2F	MSP1R
SEQID00006066	2844	COI	B1490	BCOI2R
SEQID00005269	2095	ARGK	AK183F	AK933R
SEQID00005001	1861	COI	JER, B1490	PAT, B2232
SEQID00003558	0585	28S	D1, D1, D1	D33-, D3, D33-
SEQID00000297	2750	CAD	CD821F	C1098R2
SEQID00005912	2704	COI	B1490, LC1490	BCOI2R, HC2198
SEQID00003911	1464	WG	WG578F	WGABR
SEQID00000614	0814	CAD	806F, 581F4, 338F, 791F2	843R, 1098R, 843R, 680R2
SEQID00006523	1817	WG	WG578F	WGABR
SEQID00001635	2335	ARGK	AK168F	AK939R
SEQID00005124	1854	28S	D1	D3
SEQID00004878	3079	ARGK	AK183F	AK933R
SEQID00003348	2919	CAD	CD821F	C1098R2
SEQID00004753	1215	28S	D1	D3
SEQID00002980	0595	COI	LC1490, JERRY	HC2198, PAT
SEQID00003231	2103	CAD	806F	1098R
SEQID00000304	0995	28S		
SEQID00002943	2716	CAD	CD806F	1098R2
SEQID00004186	2068	TOPO	TP675F	TP932R
SEQID00006697	1895	CAD	791F2	1098R
SEQID00001344	1603	28S	D1	D3
SEQID00006153	1682	COI	JER	PAT
SEQID00001601	2140	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00002677	2947	ARGK	AK183F	AK933R
SEQID00003789	1557	COI	JER, B1490	B2232, PAT
SEQID00001588	0839	28S	D1	D3
SEQID00004706	2840	COI	B1490	BCOI2R
SEQID00004632	2055	28S	D1	D3
SEQID00004380	1457	28S	D1	D3
SEQID00001246	2481	COI	LCO1490	HCO2198
SEQID00001706	0758	28S	D1, D1	D33-, D33-, D33-
SEQID00001270	2160	28S	D1	D3
SEQID00006648	1627	WG	WG578F, WG578F, WG578F	B3WG2, WGABR
SEQID00001240	2843	CAD	CD806F	C1098R2
SEQID00004621	1303	28S	D1	D33
SEQID00001901	3249	CAD	CD439F, CD806F	CD668R, C1098R2
SEQID00000747	1659	TOPO		
SEQID00003536	1864	COI	JER, B1490	B2232, PAT
SEQID00006067	2380	ARGK	AK183F	AK933R
SEQID00004837	2856	CAD	CD806F, CD439F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2, CD668R
SEQID00005388	1556	WG	WG578F, B5WG1	WGABR, B3WG2
SEQID00004134	2333	18S	18SAI, 518S, 518S, 760F, 18SBI, 18SBI, 18SAI, 760F	18L, 909R, 18L, 909R
SEQID00002874	0696	28S	D1, D1	D33-, D33-
SEQID00004100	0713	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00003233	1499	WG	TRWG1F	BWGA2R
SEQID00006701	1441	CAD	CD821F, 806F, 806F	1098R, 1098R, C1098R
SEQID00002438	0114	CAD	338F, CD439F, 581F4, 806F	CD688R, 680R2, 1098R, 843R
SEQID00000884	4625	28S	D1	D3
SEQID00002418	0114	CAD	338F, CD439F, 581F4, 806F	CD688R, 680R2, 1098R, 843R
SEQID00001049	1669	28S	D1	D3
SEQID00003497	2600	CAD	CD806F	1098R2
SEQID00000272	1602	ARGK	AK270F	AK950R
SEQID00000498	2141	MSP	MSP2F	MSP1R
SEQID00003528	3092	28S	NLF184	D3AR
SEQID00000766	1910	POL2	PL859F	P1097R
SEQID00003838	1816	28S	D1	D3
SEQID00001380	1334	ARGK	AK270F	AK950R
SEQID00000598	3597	WG	WG578F	WGABR
SEQID00003482	0842	28S	D1	D33
SEQID00005594	1302	CAD	CD821F, CD821F	C1098R, C1231R
SEQID00004674	1830	18S	518S, 18SBI, 18SAI, 760F	18L, 909R
SEQID00002431	2385	COI	B1490	BCOI2R
SEQID00004540	1940	28S	D1	D3
SEQID00001616	1641	WG	WG578F	WGABR
SEQID00002121	0607	WG	WG5, WG578F, WG5	WGB, WG3, WG3, WGABR, WG2
SEQID00000451	2010	TOPO	TP675F	TP932R
SEQID00004103	2303	28S	D1	D3
SEQID00004885	0411	WG		
SEQID00001748	1953	MSP	MSP2F	MSP1R
SEQID00003243	1922	COI	JER, B1490, B2679	PAT, BCOI2R, B2232
SEQID00003402	2077	COI	B1490	BCOI2R
SEQID00005558	2783	28S	NLF184	D3AR
SEQID00002108	2160	TOPO	TP675F	TP932R
SEQID00000532	3089	COI	B1490	BCOI2R
SEQID00002754	1513	WG	5WGB	B3WG2
SEQID00002484	2213	CAD	CD821F, C1031F, CD439F, 806F	CD668R, C1098R, 1098R, C1231R
SEQID00003891	1856	CAD	791F2, 581F4, 338F	1098R, 843R, 680R2
SEQID00004603	1349	TOPO	TP675F	TP932R
SEQID00005935	2337	18S	760F, 518S, 18SAI, 18SBI	18L, 909R
SEQID00003068	2577	18S	18SAI, 518S, 18SBI, 760F	909R, 18L
SEQID00002857	2003	COI	B1490	BCOI2R
SEQID00005753	1420	TOPO	TP675F	TP932R
SEQID00006568	0811	28S	D1	D3
SEQID00003747	0947	CAD	CD821F	C1098R2
SEQID00006056	0553	28S	NLF184, D1	D3AR, D33-
SEQID00004055	2171	28S	D1	D3
SEQID00001389	2370	TOPO	TP675F	TP932R
SEQID00005370	2342	ARGK	AK168F	AK939R
SEQID00001346	1421	CAD	791F2, CD439F	CD688R, 1098R
SEQID00004748	1558	18S	18SBI, 18SAI, 760F, 518S	18L, 909R
SEQID00005183	0751	WG	WG1	WG2
SEQID00002134	2397	28S	NLF184, D1	D3, D3AR
